proteinID	LocusTag	location	proteinID2	description	strand	geneStart	geneEnd	gap_start	gap_end	gap_length	gap_treatment	gap_strand	overlap_type
AGU55067.1	RSAU_001238	1337283..1338743	AGU55067.1	sodium:alanine symporter family protein, putative	+	1337283	1338743	1332625	1365605	32980	TSB	-	Gene within gap
AGU55068.1	RSAU_001239	1339243..1340094	AGU55068.1	transcriptional antiterminator	+	1339243	1340094	1332625	1365605	32980	TSB	-	Gene within gap
AGU55069.1	RSAU_001240	1340229..1341437	AGU55069.1	putative membrane protein	+	1340229	1341437	1332625	1365605	32980	TSB	-	Gene within gap
AGU55070.1	RSAU_001241	1341918..1344440	AGU55070.1	oxacillin resistance-related FmtC protein	+	1341918	1344440	1332625	1365605	32980	TSB	-	Gene within gap
AGU55071.1	RSAU_001242	complement(1344644..1345153)	AGU55071.1	methionine sulfoxide reductase A	-	1344644	1345153	1332625	1365605	32980	TSB	-	Gene within gap
AGU55072.1	RSAU_001243	1345290..1346273	AGU55072.1	peptide methionine sulfoxide reductase transcriptional regulator MsrR	+	1345290	1346273	1332625	1365605	32980	TSB	-	Gene within gap
AGU55073.1	RSAU_001244	complement(1346361..1346549)	AGU55073.1	4-oxalocrotonate tautomerase, putative	-	1346361	1346549	1332625	1365605	32980	TSB	-	Gene within gap
AGU55074.1	RSAU_001245	1346694..1347956	AGU55074.1	DNA polymerase V, umuC subunit, putative	+	1346694	1347956	1332625	1365605	32980	TSB	-	Gene within gap
AGU55075.1	RSAU_001246	complement(1348093..1349184)	AGU55075.1	prephenate dehydrogenase	-	1348093	1349184	1332625	1365605	32980	TSB	-	Gene within gap
AGU55076.1	RSAU_001247	1349349..1350380	AGU55076.1	M42-like peptidase, putative	+	1349349	1350380	1332625	1365605	32980	TSB	-	Gene within gap
AGU55077.1	RSAU_001248	1350873..1352279	AGU55077.1	anthranilate synthase component I	+	1350873	1352279	1332625	1365605	32980	TSB	-	Gene within gap
AGU55078.1	RSAU_001249	1352276..1352842	AGU55078.1	anthranilate synthase component II	+	1352276	1352842	1332625	1365605	32980	TSB	-	Gene within gap
AGU55079.1	RSAU_001250	1352848..1353846	AGU55079.1	anthranilate phosphoribosyltransferase	+	1352848	1353846	1332625	1365605	32980	TSB	-	Gene within gap
AGU55080.1	RSAU_001251	1353848..1354630	AGU55080.1	indole-3-glycerol phosphate synthase, putative	+	1353848	1354630	1332625	1365605	32980	TSB	-	Gene within gap
AGU55081.1	RSAU_001252	1354627..1355262	AGU55081.1	N-5'-phosphoriborylanthranilate isomerase	+	1354627	1355262	1332625	1365605	32980	TSB	-	Gene within gap
AGU55082.1	RSAU_001253	1355255..1356469	AGU55082.1	tryptophan synthase, beta subunit	+	1355255	1356469	1332625	1365605	32980	TSB	-	Gene within gap
AGU55083.1	RSAU_001254	1356462..1357190	AGU55083.1	tryptophan synthase, alpha subunit	+	1356462	1357190	1332625	1365605	32980	TSB	-	Gene within gap
AGU55084.1	RSAU_001255	1357513..1358775	AGU55084.1	Aminoacyltransferase FemA (Factor essential for expression of methicillin resistance A)	+	1357513	1358775	1332625	1365605	32980	TSB	-	Gene within gap
AGU55085.1	RSAU_001256	1358794..1360053	AGU55085.1	methicillin resistance protein FemB	+	1358794	1360053	1332625	1365605	32980	TSB	-	Gene within gap
AGU55086.1	RSAU_001257	1360729..1361496	AGU55086.1	sugar phosphate hydrolase, putative	+	1360729	1361496	1332625	1365605	32980	TSB	-	Gene within gap
AGU55087.1	RSAU_001258	complement(1361544..1362017)	AGU55087.1	SWIM zinc finger protein, putative	-	1361544	1362017	1332625	1365605	32980	TSB	-	Gene within gap
AGU55088.1	RSAU_001259	complement(1362142..1362843)	AGU55088.1	oligopeptide ABC transporter, ATP-binding protein, putative	-	1362142	1362843	1332625	1365605	32980	TSB	-	Gene within gap
AGU55089.1	RSAU_001260	complement(1362836..1363609)	AGU55089.1	oligopeptide ABC transporter, ATP-binding protein, putative	-	1362836	1363609	1332625	1365605	32980	TSB	-	Gene within gap
AGU55090.1	RSAU_001261	complement(1363596..1364426)	AGU55090.1	oligopeptide ABC transporter, permease protein, putative	-	1363596	1364426	1332625	1365605	32980	TSB	-	Gene within gap
AGU55091.1	RSAU_001262	complement(1364419..1365405)	AGU55091.1	oligopeptide ABC transporter membrane permease, putative	-	1364419	1365405	1332625	1365605	32980	TSB	-	Gene within gap
